sig	state	n_sig_genes	obs	null_mean	null_sd	z	emp_p
C5_DOWN	OPC	915	0.5330814515755281	0.5075200967003779	0.0124794893334211	2.048269299505287	0.0476190476190476
C5_DOWN	NPC	915	0.5337679547587317	0.5061459906182291	0.0120846202180724	2.285712222813105	0.0476190476190476
C5_DOWN	Cycling	915	0.5461560282623192	0.508178700361174	0.0112765151635756	3.3678248421831816	0.0476190476190476
C5_STABLE_UP	MES	615	0.5955997918519134	0.512384854613982	0.0140300472008329	5.9311943892099634	0.0476190476190476
C5_STABLE_UP	AC	615	0.5915692359130545	0.5131335113358327	0.0137174395217078	5.717956653141951	0.0476190476190476
C5_STABLE_UP	OPC	615	0.5904440974457489	0.5111651641749642	0.0126217928137125	6.281115087284179	0.0476190476190476
C5_STABLE_UP	NPC	615	0.5894969325388031	0.5103932794190064	0.0132123853635329	5.987083402678223	0.0476190476190476
C5_STABLE_UP	Cycling	615	0.584363550216202	0.5121131879857639	0.0127177350224107	5.681071519662986	0.0476190476190476
C5_STABLE_DOWN	MES	790	0.5551821521922189	0.5126691689726526	0.0081950726243532	5.18762739127299	0.0476190476190476
C5_STABLE_DOWN	AC	790	0.5455110809953586	0.5130380489036948	0.0073975564375119	4.389697106871376	0.0476190476190476
C5_STABLE_DOWN	OPC	790	0.5363567044078958	0.5106969634387413	0.008239386944173	3.114277936333772	0.0476190476190476
C5_STABLE_DOWN	NPC	790	0.5368259137633411	0.5111297370433892	0.0085047786663892	3.0213810056577843	0.0476190476190476
C5_STABLE_DOWN	Cycling	790	0.5504190052995831	0.5112802373389509	0.0085357597778801	4.585270553426029	0.0476190476190476
C5_UP_CCDEP	MES	703	0.5923731080359751	0.5104159486316208	0.010543636567987	7.77313964455064	0.0476190476190476
C5_UP_CCDEP	AC	703	0.5883668485245103	0.5115661728791607	0.0111661156338075	6.878011849780655	0.0476190476190476
C5_UP_CCDEP	OPC	703	0.5857110287084134	0.5104224213720839	0.0106246275957048	7.086234944062025	0.0476190476190476
C5_UP_CCDEP	NPC	703	0.5847399248818103	0.5080786227934648	0.0104257825686243	7.353050150791772	0.0476190476190476
C5_UP_CCDEP	Cycling	703	0.5805850712837229	0.5104149236010844	0.0110247214917614	6.364800030102801	0.0476190476190476
C5_DOWN_CCDEP	MES	852	0.5477633329180716	0.5074209971439483	0.0085226837659343	4.733524894514301	0.0476190476190476
C5_DOWN_CCDEP	AC	852	0.5379533901499151	0.5081688809672383	0.0089191905660616	3.339373563337652	0.0476190476190476
C5_DOWN_CCDEP	OPC	852	0.5282392927175679	0.5068738776738378	0.0087892142642401	2.4308674702194426	0.0476190476190476
C5_DOWN_CCDEP	NPC	852	0.5283382948438596	0.505984424176942	0.0088698410268217	2.5202109710107776	0.0476190476190476
C5_DOWN_CCDEP	Cycling	852	0.5335027786283729	0.5078733391539672	0.0078688418714217	3.257078982294377	0.0476190476190476
C5_STABLE_UP_CCDEP	MES	599	0.5944590085831388	0.5171901744310852	0.0113125727667316	6.8303502435173655	0.0476190476190476
