gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	contrast
ENSG00000000003.15	160.87360196312292	-0.3391558249000768	0.5769835795903441	-0.5878084522628461	0.5566608700904765	0.7981714883877485	C5
ENSG00000000005.6	0.0						C5
ENSG00000000419.14	271.398571227287	-0.5991729000511037	0.4303069019371404	-1.3924315351526277	0.1637917605930843	0.4267007882452708	C5
ENSG00000000457.14	80.79507877974348	1.4416186937989894	0.9074932241695085	1.5885724051750196	0.11215696230385896	0.33997619326670053	C5
ENSG00000000460.17	106.7978351099365	-0.7641128329950894	0.6502056853629208	-1.1751863297974545	0.23992017810955113	0.5280281617311967	C5
ENSG00000000938.13	0.0						C5
ENSG00000000971.17	159.52596115113778	1.0021434750822291	0.6450179583407418	1.5536675562648903	0.12026373577788903	0.3552782289062248	C5
ENSG00000001036.14	762.5236467708647	-0.6014078368475576	0.21932073170132652	-2.7421385665745532	0.006104058547932271	0.04614483590557335	C5
ENSG00000001084.13	240.34866375730581	0.832575076460863	0.44152520311910076	1.8856796182397706	0.059338141076705035	0.23116877480177084	C5
ENSG00000001167.15	514.757103057497	-0.09666803243477051	0.3357907653000567	-0.28788174787472093	0.7734372588348108	0.9118328905974614	C5
ENSG00000001460.18	20.120038176562968	-2.5339258285827673	1.5510891488291716	-1.633642934382903	0.10233384713267067	0.32164364845630294	C5
ENSG00000001461.17	250.31787326686973	-0.17557490826109762	0.43494632601406624	-0.40367028702162094	0.6864551920263249	0.8697543917081098	C5
ENSG00000001497.18	496.246647854333	-0.25948955256531053	0.34510483842133544	-0.7519151390410298	0.45210209332984275	0.7264053957933735	C5
ENSG00000001561.7	11.421612316271458	0.9325738505356739	2.691082690244444	0.34654225004545053	0.7289352379270859	0.8880230834641629	C5
ENSG00000001617.12	0.0						C5
ENSG00000001626.18	0.0						C5
ENSG00000001629.10	713.7584455117204	-0.22698537774193767	0.19004898857578006	-1.194351937587027	0.23234032904471424	0.5187608669343456	C5
