gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	contrast
ENSG00000000003.15	160.87360196312292	0.1852054342691156	0.41376900814281464	0.4476058637170595	0.654437670548172	0.9879514761204234	C1
ENSG00000000005.6	0.0						C1
ENSG00000000419.14	271.398571227287	0.26157600876743037	0.3082651462520181	0.8485422758548978	0.3961360388271792	0.9879514761204234	C1
ENSG00000000457.14	80.79507877974348	-0.33668085786280905	0.651902851291972	-0.5164586367363772	0.6055341211651346	0.9879514761204234	C1
ENSG00000000460.17	106.7978351099365	0.3168179951539451	0.4646288862299671	0.6818732208507946	0.4953191198268899	0.9879514761204234	C1
ENSG00000000938.13	0.0						C1
ENSG00000000971.17	159.52596115113778	-0.3977546447816874	0.462848798932754	-0.859361946490599	0.3901408573756102	0.9879514761204234	C1
ENSG00000001036.14	762.5236467708647	0.26266417497189176	0.1567308820178585	1.6758929165087122	0.09375916945588471	0.6594429926464402	C1
ENSG00000001084.13	240.34866375730581	0.3895031086551083	0.31588800031734043	1.2330418004603347	0.21756016924389054	0.9685245994557596	C1
ENSG00000001167.15	514.757103057497	-0.05196775351751602	0.24017213652298905	-0.2163771129734765	0.8286938049083046	0.9879514761204234	C1
ENSG00000001460.18	20.120038176562968	0.07302052235054297	1.1052882825374581	0.06606468511808213	0.9473263265960816	0.9879514761204234	C1
ENSG00000001461.17	250.31787326686973	-0.5345682109024795	0.3116036190784391	-1.7155391599219976	0.08624642214409177	0.6340355850256782	C1
ENSG00000001497.18	496.246647854333	-0.6751338367628928	0.24568218080439294	-2.7479967596853125	0.005996060165765145	0.12413212143735283	C1
ENSG00000001561.7	11.421612316271458	1.2141934158268601	1.9381313373429108	0.626476334411611	0.5310025546805921	0.9879514761204234	C1
ENSG00000001617.12	0.0						C1
ENSG00000001626.18	0.0						C1
ENSG00000001629.10	713.7584455117204	0.4174623908148252	0.13643836767280715	3.0597140521055026	0.0022154840710184353	0.0624043860862403	C1
ENSG00000001630.18	1030.5020955829643	0.35956742571778727	0.14691651184497886	2.4474269175216343	0.01438803011127233	0.2167037099719571	C1
ENSG00000001631.17	147.40785014572086	0.930047193847703	0.5743352183709743	1.6193455739762197	0.10537293010478646	0.7011267796638981	C1
ENSG00000002016.18	27.78442796996519	-0.5266108869171549	1.1538095349716384	-0.4564105868046058	0.6480947542202006	0.9879514761204234	C1
ENSG00000002079.14	7.19890184951729	-1.9817218511774342	1.9671188465819165	-1.0074235497366577	0.31373127911065524	0.9879514761204234	C1
ENSG00000002330.14	231.4902317046699	-0.446910624585441	0.4198938387117656	-1.0643419440412913	0.2871738233850798	0.9879514761204234	C1
ENSG00000002549.13	499.1675748879573	-0.060537804572099355	0.21561825842040572	-0.280763813860627	0.7788915599990713	0.9879514761204234	C1
ENSG00000002586.20	406.6223548743675	-1.132702944574082	1.0060917509658063	-1.1258445797679328	0.26023131083229356	0.9879514761204234	C1
ENSG00000002586.20_PAR_Y	401.45852640078243	0.6785353798768659	0.7123554737930442	0.9525235712219656	0.340831517555818	0.9879514761204234	C1
ENSG00000002587.10	0.28004333409780197	0.8390279711364593	4.621437707216409	0.18155128864472433	0.8559348794384227	0.9879514761204234	C1
ENSG00000002726.21	0.0						C1
ENSG00000002745.13	0.08247657101473553	-0.7800605693972882	4.635306953099833	-0.16828671267943268	0.8663577265338502	0.9879514761204234	C1
ENSG00000002746.15	73.3896736055483	-0.21960103954120694	0.592809480580135	-0.37044117331980086	0.7110538004793394	0.9879514761204234	C1
ENSG00000002822.16	349.4926725535483	-1.324865030875498	0.3564342639091981	-3.716996835110691	0.00020160496787810132	0.010840302439540015	C1
ENSG00000002834.18	3266.9025403458154	-0.5090671512023084	0.13504144450873412	-3.7697104992784882	0.00016343701489670946	0.009394965534013954	C1
ENSG00000002919.15	51.33091685646173	-1.4664741190229456	0.7980693004153849	-1.8375272902486843	0.06613209153226061	0.5469388168559987	C1
ENSG00000002933.9	0.03822249368877916	0.2016931252853695	4.73667085968571	0.042581199171342114	0.9660353827832646	0.9879514761204234	C1
ENSG00000003056.8	974.4514110329467	-0.3453712365655481	0.1825764920183031	-1.8916522754250586	0.05853732593937519	0.5126378637769715	C1
ENSG00000003096.15	58.38125331202782	-0.02225597439695716	0.6243468537520798	-0.03564681116467149	0.9715639821090036	0.9900818158582959	C1
ENSG00000003137.9	62.332263781901034	0.2016541350911993	0.6293304101830273	0.32042649112181393	0.7486450463155186	0.9879514761204234	C1
ENSG00000003147.19	0.0						C1
ENSG00000003249.15	78.66916852863754	-0.34023137520909363	0.7534797758488795	-0.4515467914527431	0.6515955090449614	0.9879514761204234	C1
ENSG00000003393.16	377.415606130407	-0.14064983290768698	0.2501792514088872	-0.5621962337628557	0.5739823271806435	0.9879514761204234	C1
ENSG00000003400.16	22.615133672097578	1.2028420736396792	1.2293908339401303	0.9784049469318363	0.3278740824849301	0.9879514761204234	C1
ENSG00000003402.21	372.98497347922216	0.015270092712300981	0.1997382501410582	0.07645051812317875	0.9390606795198879	0.9879514761204234	C1
ENSG00000003436.16	2181.60777658303	0.3336363380005967	0.13356457384349904	2.4979403475020763	0.012491721230579827	0.1970749193180178	C1
ENSG00000003509.16	126.83118791538372	0.06597079696352029	0.3651683133927472	0.18065860192137517	0.8566355549037502	0.9879514761204234	C1
ENSG00000003756.17	748.8183589035181	-0.699625903010094	0.21450814627322407	-3.261535355020802	0.0011081061320291656	0.03854977785004736	C1
ENSG00000003987.14	0.0						C1
ENSG00000003989.18	0.10949592670075223	0.20168042999261276	4.736671352333468	0.042578514528616634	0.9660375228773244	0.9879514761204234	C1
ENSG00000004059.11	358.53960259245383	-0.4155958907667153	0.31071308456224767	-1.3375551639617405	0.18104148845385815	0.9029409386552191	C1
ENSG00000004139.14	202.38219979192428	-0.16044376089287984	0.32177197790955825	-0.4986256476876194	0.6180431333135292	0.9879514761204234	C1
ENSG00000004142.12	994.7901336109398	-0.08383886739701853	0.19120380498333753	-0.4384790742230505	0.6610390361195118	0.9879514761204234	C1
ENSG00000004399.13	568.6779110778965	0.16999172248520697	0.27503286901353946	0.6180778431862213	0.5365240269076261	0.9879514761204234	C1
