ensg_versioned	py_baseMean	py_log2FC	py_lfcSE	py_stat	py_pvalue	py_padj	r_baseMean	r_log2FC	r_lfcSE	r_stat	r_pvalue	r_padj	log2FC_diff_py_minus_r	py_sig005	r_sig005	ensg_unversioned	hgnc_symbol	gene_biotype
ENSG00000000003.15	160.87360196312292	0.2843318568959769	0.3856544367170287	0.7372710640033513	0.4609575252043122	0.6298226298286724	160.873601963123	0.284319494593032	0.38605402136928	0.73647593045292	0.461441110372347	0.629918038700994	1.2362302944879389e-05	False	False	ENSG00000000003	TSPAN6	protein_coding
ENSG00000000005.6	0.0						0.0							False	False	ENSG00000000005	TNMD	protein_coding
ENSG00000000419.14	271.398571227287	0.0246567878736085	0.2878396223876086	0.0856615488482173	0.9317354693042952	0.9624991988698792	271.398571227287	0.0246568728857669	0.288131983149918	0.0855749251305353	0.931804332169082	0.962447521716938	-8.501215839964993e-08	False	False	ENSG00000000419	DPM1	protein_coding
ENSG00000000457.14	80.79507877974348	1.107095977315543	0.6037310944321213	1.833756762780116	0.0666901085217391	0.1551746418507573	80.7950787797435	1.10708969876611	0.60449159253846	1.83143936562802	0.067034990152964	0.154616993208522	6.2785494330253044e-06	False	False	ENSG00000000457	SCYL3	protein_coding
ENSG00000000460.17	106.7978351099365	-0.4190646282726805	0.4352108331252624	-0.9629002689647324	0.3355975745985071	0.509190169081867	106.797835109937	-0.419069487114685	0.435494726900341	-0.962283722922285	0.335907103037345	0.509116128552643	4.858842004518138e-06	False	False	ENSG00000000460	FIRRM	protein_coding
ENSG00000000938.13	0.0						0.0							False	False	ENSG00000000938	FGR	protein_coding
ENSG00000000971.17	159.52596115113778	0.5711826595504913	0.429636351498843	1.3294560796772554	0.1836975466873792	0.3326661010441527	159.525961151138	0.571176546748107	0.430133217406239	1.32790615473127	0.184209111227285	0.33242809085916	6.1128023842726975e-06	False	False	ENSG00000000971	CFH	protein_coding
ENSG00000001036.14	762.5236467708647	-0.3975317221827443	0.1466581628539219	-2.7106007224344117	0.0067161446805472	0.0236565385232678	762.523646770865	-0.397525800595534	0.146842780374804	-2.70715250406512	0.0067863074974108	0.0235093948440033	-5.921587210300228e-06	True	True	ENSG00000001036	FUCA2	protein_coding
ENSG00000001084.13	240.3486637573058	0.9007903880048892	0.2939283219690675	3.064660057153957	0.0021791753530833	0.009007370137147	240.348663757306	0.900803604278915	0.294198251079996	3.06189313149239	0.002199419621015	0.0089337880589904	-1.3216274025840136e-05	True	True	ENSG00000001084	GCLC	protein_coding
ENSG00000001167.15	514.757103057497	-0.3010397021266744	0.2243399170134316	-1.3418909400267391	0.1796313597786862	0.327346270707574	514.757103057497	-0.301031587367667	0.22464314306746	-1.34004351638397	0.18023119772499	0.327343335285246	-8.114759007415984e-06	False	False	ENSG00000001167	NFYA	protein_coding
ENSG00000001460.18	20.120038176562968	-1.6739552040724115	1.0467034375247817	-1.5992640742930386	0.1097619385266479	0.2273700743591034	20.120038176563	-1.6739189315548	1.04750851720271	-1.59800030650335	0.110042908879508	0.226668376801763	-3.6272517611513067e-05	False	False	ENSG00000001460	STPG1	protein_coding
ENSG00000001461.17	250.31787326686973	-0.7659821632904148	0.2902871384157651	-2.638705136819852	0.0083223332229193	0.0284299246440552	250.31787326687	-0.765977889453249	0.290552031340493	-2.63628475051208	0.0083819360346749	0.0281163774246157	-4.273837165835737e-06	True	True	ENSG00000001461	NIPAL3	protein_coding
ENSG00000001497.18	496.246647854333	-1.9227377515689132	0.2309425929317989	-8.325609092545042	8.389623077516255e-17	3.204995438377528e-15	496.246647854333	-1.92273537560656	0.231275417439618	-8.31361757722715	9.2827960237819e-17	3.57977560811599e-15	-2.3759623533070595e-06	True	True	ENSG00000001497	LAS1L	protein_coding
ENSG00000001561.7	11.421612316271458	3.1826770878376816	1.8013814338843346	1.7667979851301383	0.0772620662847328	0.1737181339378383	11.4216123162715	3.18276743906369	1.80446733178007	1.76382657807606	0.0777611813072938	0.17293286635356	-9.035122600842271e-05	False	False	ENSG00000001561	ENPP4	protein_coding
ENSG00000001617.12	0.0						0.0							False	False	ENSG00000001617	SEMA3F	protein_coding
ENSG00000001626.18	0.0						0.0							False	False	ENSG00000001626	CFTR	protein_coding
ENSG00000001629.10	713.7584455117204	0.3885974341274726	0.126724605951388	3.0664718284982477	0.0021660121826671	0.0089575659382451	713.758445511721	0.388601174649308	0.126790555115969	3.06490632755629	0.0021773818140361	0.00885818206768	-3.7405218353825376e-06	True	True	ENSG00000001629	ANKIB1	protein_coding
ENSG00000001630.18	1030.5020955829643	1.8490219080268784	0.1355152854768878	13.6443789460358	2.1806332850424208e-42	6.744447139103318e-40	1030.50209558296	1.84901964790071	0.135748564810148	13.620914891341	3.0077600412157e-42	9.301497927459539e-40	2.2601261684407348e-06	True	True	ENSG00000001630	CYP51A1	protein_coding
ENSG00000001631.17	147.40785014572086	-0.3152466125673029	0.539460750968778	-0.5843735841785982	0.5589689950874639	0.7123175946010668	147.407850145721	-0.315258862077212	0.540230451642708	-0.583563664577936	0.559513912331056	0.712975904584274	1.2249509909079137e-05	False	False	ENSG00000001631	KRIT1	protein_coding
ENSG00000002016.18	27.78442796996519	-0.1293016879570273	1.0748350107477374	-0.1202991032708129	0.9042462144407424	0.9480074145136542	27.7844279699652	-0.129326034069038	1.07613156810566	-0.120176786837221	0.904343105909165	0.947471593336718	2.4346112010714682e-05	False	False	ENSG00000002016	RAD52	protein_coding
ENSG00000002079.14	7.19890184951729	-7.244661511043068	2.3537656997504106	-3.077902576204284	0.0020846305459324	0.0086745441320131	7.19890184951729	-7.24465699482142	2.03102270344067	-3.56699951337252	0.0003610921507213	0.0018323518068003	-4.516221648209751e-06	True	True	ENSG00000002079		
