gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	contrast
ENSG00000000003.15	160.87360196312292	-0.1539503906309612	0.4021260037406059	-0.3828411721671895	0.7018375319327628	0.839240489821509	C3
ENSG00000000005.6	0.0						C3
ENSG00000000419.14	271.398571227287	-0.33759689128367326	0.3002276623184179	-1.1244696397283405	0.26081384323396417	0.4553684797717742	C3
ENSG00000000457.14	80.79507877974348	1.1049378359361803	0.631321641527382	1.7501979391407514	0.08008416432605424	0.2002365650164178	C3
ENSG00000000460.17	106.7978351099365	-0.44729483784114427	0.45484891382011944	-0.9833921204394419	0.3254144868524613	0.5274422168608963	C3
ENSG00000000938.13	0.0						C3
ENSG00000000971.17	159.52596115113778	0.6043888303005416	0.4492429805548789	1.3453495245580367	0.17851238734440245	0.35137956999839187	C3
ENSG00000001036.14	762.5236467708647	-0.3387436618756659	0.15341778029335643	-2.2079817686577154	0.02724554408195354	0.08947186776985944	C3
ENSG00000001084.13	240.34866375730581	1.2220781851159712	0.30847900776601556	3.96162511662035	7.444135636574926e-05	0.0006565933460094197	C3
ENSG00000001167.15	514.757103057497	-0.14863578595228655	0.23467592595865458	-0.6333661424584016	0.5264945695580787	0.7091002539936639	C3
ENSG00000001460.18	20.120038176562968	-2.4609053062322244	1.0882181204046106	-2.2614081314114074	0.02373399570194224	0.08041932776900633	C3
ENSG00000001461.17	250.31787326686973	-0.7101431191635771	0.3034493559933012	-2.340236039845983	0.019271555774989374	0.06835442715465306	C3
ENSG00000001497.18	496.246647854333	-0.9346233893282033	0.24235846115122736	-3.8563678977356397	0.00011508424484048598	0.0009571386689781493	C3
ENSG00000001561.7	11.421612316271458	2.146767266362534	1.8669770639543777	1.1498626886264702	0.25020043052342145	0.44274459634515534	C3
ENSG00000001617.12	0.0						C3
ENSG00000001626.18	0.0						C3
ENSG00000001629.10	713.7584455117204	0.19047701307288756	0.1322996244870484	1.4397396350246972	0.14994107531921783	0.3115965145511359	C3
ENSG00000001630.18	1030.5020955829643	1.4168695274146508	0.14118169432055278	10.035787813947403	1.0610894234038104e-23	1.412817500100795e-21	C3
ENSG00000001631.17	147.40785014572086	-0.9569585614848517	0.5624239798569433	-1.7014896159446493	0.08885108608499681	0.2154716233977623	C3
ENSG00000002016.18	27.78442796996519	0.4503711063748155	1.1264289457640995	0.3998220287825715	0.6892876044149943	0.8298114473466776	C3
ENSG00000002079.14	7.19890184951729	-2.431729724093969	2.544342203588557	-0.9557400418325184	0.3392035871289276	0.5409733700779231	C3
ENSG00000002330.14	231.4902317046699	-1.0398360893662928	0.41005332078787055	-2.535855793993734	0.011217291523949876	0.04412000200737747	C3
ENSG00000002549.13	499.1675748879573	0.3589479833658184	0.21020356894592485	1.7076207847743932	0.08770672918265239	0.2136593350694914	C3
ENSG00000002586.20	406.6223548743675	-0.9133065067884796	0.9851145555070011	-0.92710690516438	0.35387103130230413	0.5555698996514796	C3
ENSG00000002586.20_PAR_Y	401.45852640078243	0.010942387096752267	0.6977948510706881	0.015681381254049668	0.9874885807790196	0.9927401450258254	C3
ENSG00000002587.10	0.28004333409780197	1.4397415989387055	4.315703631554244	0.33360529866139155	0.738677419363531		C3
ENSG00000002726.21	0.0						C3
ENSG00000002745.13	0.08247657101473553	-0.596795061500832	4.6146931021409685	-0.12932497314370725	0.8971005116499321		C3
ENSG00000002746.15	73.3896736055483	-4.45302190470777	0.6545702161170953	-6.802970552377185	1.0248360316045926e-11	3.615734865421549e-10	C3
ENSG00000002822.16	349.4926725535483	-0.7759316916929047	0.35042494961933873	-2.214259265887853	0.026810949017237365	0.08834285589669433	C3
ENSG00000002834.18	3266.9025403458154	-0.2310105249741595	0.13199717537354547	-1.7501171848595332	0.08009809500993775	0.20023869890484358	C3
ENSG00000002919.15	51.33091685646173	0.6463404139897547	0.7617269823782686	0.8485197832584934	0.39614855964143114	0.5968052315011668	C3
ENSG00000002933.9	0.03822249368877916	-0.019709164345661005	4.532693020265726	-0.00434822394932573	0.9965306301765156		C3
ENSG00000003056.8	974.4514110329467	1.3927414950224764	0.17720370887545212	7.85955047928126	3.855144405365294e-15	2.0425595548426773e-13	C3
ENSG00000003096.15	58.38125331202782	-0.4275677398121704	0.6055667639295923	-0.7060620979883939	0.48014952084825424	0.6712361419910955	C3
ENSG00000003137.9	62.332263781901034	-0.16965398962948383	0.6121586488952488	-0.2771405581472306	0.7816721801310187	0.8861304821326837	C3
ENSG00000003147.19	0.0						C3
ENSG00000003249.15	78.66916852863754	-0.16615866918868138	0.7341625405356369	-0.22632409039482435	0.8209493630182635	0.9087238232151847	C3
ENSG00000003393.16	377.415606130407	0.8360722098130104	0.24336183909227976	3.4355107313927817	0.0005914380385034148	0.003866822905877151	C3
ENSG00000003400.16	22.615133672097578	-0.442743488242034	1.2122945646250662	-0.36521114682961897	0.7149537981775371	0.8468302555920344	C3
ENSG00000003402.21	372.98497347922216	0.3290161384446878	0.19484372302766845	1.6886155393261832	0.09129313080384924	0.21982615130615618	C3
ENSG00000003436.16	2181.60777658303	-1.0880348998684244	0.1309490733768629	-8.308840007879482	9.664211726221334e-17	6.140182985556061e-15	C3
ENSG00000003509.16	126.83118791538372	-0.49582790677463817	0.3574260561565679	-1.387218134308161	0.16537525738783798	0.3330184099500044	C3
ENSG00000003756.17	748.8183589035181	0.11540078369026162	0.20944932919278975	0.5509723241177813	0.5816526468105829	0.7517738944849874	C3
ENSG00000003987.14	0.0						C3
ENSG00000003989.18	0.10949592670075223	-1.1738525016253563	4.531534122089154	-0.25904086121813863	0.795603713494679		C3
ENSG00000004059.11	358.53960259245383	-1.0737214073646506	0.3037970652013109	-3.5343376561361772	0.00040879847804507665	0.002815799503295643	C3
ENSG00000004139.14	202.38219979192428	0.1453685018858319	0.3141158057456784	0.46278633302371436	0.6435175284966934	0.8000901531011858	C3
ENSG00000004142.12	994.7901336109398	-0.19619021211614462	0.18663132585930178	-1.0512180161225941	0.29315847052715205	0.4924136135050189	C3
ENSG00000004399.13	568.6779110778965	-2.4742148081775324	0.2730653018565646	-9.060890531881583	1.2938981014937946e-19	1.0885806445095045e-17	C3
ENSG00000004455.18	1168.7341674817276	-0.5623509457908061	0.16102537058698413	-3.4923126942100744	0.0004788573085842496	0.0032223795483437047	C3
ENSG00000004468.13	0.14134709485684954	-0.5967650471164445	4.614693861809161	-0.12931844776426546	0.8971056747939434		C3
ENSG00000004478.8	856.3324122968736	-0.0569906887567932	0.19015334741822645	-0.29970910073671714	0.7643990561705153	0.8760619583486206	C3
ENSG00000004487.18	1126.0747311299729	-0.9423578523375986	0.16903429066929407	-5.574950790199534	2.4759984663989726e-08	4.792982113464105e-07	C3
ENSG00000004534.15	316.53256811486125	-0.10040847291788293	0.2607906659631589	-0.3850155930506628	0.7002258628384714	0.8378678340626876	C3
ENSG00000004660.15	243.5998486103927	-2.0182603619474557	0.25686806422560626	-7.857186793663947	3.928567789880978e-15	2.074283793057156e-13	C3
ENSG00000004700.16	778.1838295843384	0.21992194940540086	0.17763857757971874	1.2380303445444256	0.21570480951612758	0.4018581388625071	C3
ENSG00000004766.17	222.69511660543898	1.340432796594535	0.3235187573918704	4.143292362398948	3.423550415146439e-05	0.0003280438295164097	C3
ENSG00000004776.13	410.04802449716306	-0.40027383244012743	0.35309225936809135	-1.1336239235503893	0.25695233347561175	0.4505002844151095	C3
ENSG00000004777.19	56.62177126638689	-1.244059268099148	0.46825701462935243	-2.656787254076439	0.007888920994669072	0.03312178729651023	C3
ENSG00000004779.10	527.0017841010624	0.534247079189389	0.23047200469248652	2.318056285847917	0.020446262252581934	0.07162506694384227	C3
ENSG00000004799.8	0.07644498737755832	0.5642725758553171	4.476158769922517	0.12606178754134872	0.8996830152295172		C3
ENSG00000004809.14	0.0						C3
ENSG00000004838.14	12.161684835095329	0.3908397511720673	1.4871845790771199	0.2628051397726333	0.7927007737896385	0.8920286799637646	C3
ENSG00000004846.17	0.0						C3
ENSG00000004848.8	0.08443759573994007	0.5642788089931958	4.4761589955112875	0.12606317370742576	0.8996819179823244		C3
ENSG00000004864.14	353.16850286020843	-0.000144549775872036	0.1947181084703798	-0.0007423540471276952	0.9994076872215502	0.9995731458606988	C3
ENSG00000004866.22	184.13772258586494	0.6044514340242533	0.28158461479269614	2.146606747209016	0.03182460230681608	0.10072309022777341	C3
ENSG00000004897.12	1015.4190882942305	0.6968621378030306	0.1808598877625674	3.8530497083901234	0.00011665569610132543	0.0009665757676966965	C3
ENSG00000004939.16	0.0						C3
ENSG00000004948.16	0.0						C3
ENSG00000004961.15	203.2349219784773	0.10901143893268433	0.3217132840548872	0.33884655789994045	0.734725325711923	0.8588208072993111	C3
ENSG00000004975.12	264.7227672294273	0.23798935759042317	0.28672882884929907	0.830015448901747	0.4065300490735818	0.6063499037029695	C3
