figure	panel	plotted_metric	source_file	plotted_value
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|C4_DOWN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|M_shared_antiproliferative
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|M_shared_ER_UPR
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|M_cholesterol_SREBP
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|M_TNF_NFkB
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|M_p53_apoptosis
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_UP|M_RIGI_typeI_IFN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_DOWN|M_shared_antiproliferative
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_DOWN|M_shared_ER_UPR
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_DOWN|M_cholesterol_SREBP
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_DOWN|M_TNF_NFkB
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_DOWN|M_p53_apoptosis
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	C4_DOWN|M_RIGI_typeI_IFN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_antiproliferative|M_shared_ER_UPR
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_antiproliferative|M_cholesterol_SREBP
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_antiproliferative|M_TNF_NFkB
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_antiproliferative|M_p53_apoptosis
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_antiproliferative|M_RIGI_typeI_IFN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_ER_UPR|M_cholesterol_SREBP
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_ER_UPR|M_TNF_NFkB
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_ER_UPR|M_p53_apoptosis
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_shared_ER_UPR|M_RIGI_typeI_IFN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_cholesterol_SREBP|M_TNF_NFkB
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_cholesterol_SREBP|M_p53_apoptosis
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_cholesterol_SREBP|M_RIGI_typeI_IFN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_TNF_NFkB|M_p53_apoptosis
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_TNF_NFkB|M_RIGI_typeI_IFN
FigS9	A	rho	C3_ROBUSTNESS.tsv/C3_PRIMARY_RESULTS.tsv	M_p53_apoptosis|M_RIGI_typeI_IFN
