figure	panel	plotted_metric	source_file	plotted_value
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_antiproliferative|M_TNF_NFkB|0.1222953750485814
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_antiproliferative|M_p53_apoptosis|0.1956766420520792
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_antiproliferative|M_RIGI_typeI_IFN|0.2006677030703459
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_ER_UPR|M_cholesterol_SREBP|0.6863909832879908
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_ER_UPR|M_TNF_NFkB|0.537137971239798
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_ER_UPR|M_p53_apoptosis|0.5981453556160125
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_shared_ER_UPR|M_RIGI_typeI_IFN|0.5088822386319471
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_cholesterol_SREBP|M_TNF_NFkB|0.3677077341624563
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_cholesterol_SREBP|M_p53_apoptosis|0.4531239797901282
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_cholesterol_SREBP|M_RIGI_typeI_IFN|0.4067096774193548
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_TNF_NFkB|M_p53_apoptosis|0.909913719393704
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_TNF_NFkB|M_RIGI_typeI_IFN|0.7894589972794404
Fig6	B	effect_rho	C3_PRIMARY_RESULTS.tsv/Q1_architecture	M_p53_apoptosis|M_RIGI_typeI_IFN|0.8199113874854255
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	C4_UP|287.7614107953159|P=0.0199449656875908
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	C4_DOWN|211.76336786397223|P=0.0476192857909111
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	M_shared_antiproliferative|-479.2239093133394|P=0.1979243616866265
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	M_shared_ER_UPR|428.6484138491796|P=0.0009912541582092
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	M_cholesterol_SREBP|413.9353146528847|P=0.0093295847197715
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	M_TNF_NFkB|2024.306655543576|P=7.413847376018098e-06
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	M_p53_apoptosis|935.7080903315656|P=2.8754377338349077e-06
Fig6	B	median_diff_MES_minus_nonMES	_q2_for_output.tsv	M_RIGI_typeI_IFN|790.6075561989164|P=0.000184999213967
Fig6	B	median_diff_MES_minus_nonMES	C3_SECONDARY_RESULTS.tsv	M_autophagy_lysosome|84.38107403033791|P=0.334236486952763
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|C4_DOWN|-0.3220298879953703|0.4613260785075787|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_shared_antiproliferative|0.0082486366138995|0.4909436455499416|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_shared_ER_UPR|0.2369242532019981|0.7682806062961524|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_cholesterol_SREBP|0.327139822930607|0.8168682471822775|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_TNF_NFkB|0.3892567787516728|0.4596556548775748|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_p53_apoptosis|0.2871851753613927|0.4692001554605518|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_RIGI_typeI_IFN|0.2012491510233936|0.4415258453167508|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_shared_antiproliferative|0.2967911698395284|0.5134131364166343|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_shared_ER_UPR|0.3849822568912788|0.5426575981344735|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_cholesterol_SREBP|0.2872072788943411|0.4077745821997668|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_TNF_NFkB|0.2624668949358797|0.5557636999611348|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_p53_apoptosis|0.2698856443581737|0.4690726778080062|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_RIGI_typeI_IFN|0.0600537919615479|0.4291667314418966|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_shared_ER_UPR|0.4677323583665892|0.7329335406140692|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_cholesterol_SREBP|0.2180900337179348|0.4460085503303537|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_TNF_NFkB|-0.1492556132926628|0.1222953750485814|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_p53_apoptosis|-0.0750520437730328|0.1956766420520792|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_RIGI_typeI_IFN|-0.1690754494050131|0.2006677030703459|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_cholesterol_SREBP|0.6352881898814047|0.6863909832879908|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_TNF_NFkB|0.575655369751918|0.537137971239798|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_p53_apoptosis|0.6242047751668819|0.5981453556160125|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_RIGI_typeI_IFN|0.2865195576078351|0.5088822386319471|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_TNF_NFkB|0.5880805693870088|0.3677077341624563|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_p53_apoptosis|0.6647542087136147|0.4531239797901282|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_RIGI_typeI_IFN|0.4155032170687501|0.4067096774193548|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_TNF_NFkB|M_p53_apoptosis|0.8997579663142159|0.909913719393704|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_TNF_NFkB|M_RIGI_typeI_IFN|0.6149504278038332|0.7894589972794404|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_p53_apoptosis|M_RIGI_typeI_IFN|0.6233703667980823|0.8199113874854255|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	SUMMARY|all_28_sign_consistent=24; expected21_sign_consistent=18/21|||
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	all_21_expected_pairs|dir_match=9/21|||
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	all_21_expected_pairs|dir_match=9/21|||
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	all_21_expected_pairs|dir_match=9/21|||
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	all_21_expected_pairs|dir_match=9/21|||
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	all_21_expected_pairs|dir_match=12/21|||
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|C4_DOWN|-0.3220298879953703|-0.3216907997058221|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_shared_antiproliferative|0.0082486366138995|0.0107031334772072|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_shared_ER_UPR|0.2369242532019981|0.3064257984398925|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_cholesterol_SREBP|0.327139822930607|0.3816104634106154|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_TNF_NFkB|0.3892567787516728|0.4129236343030756|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_p53_apoptosis|0.2871851753613927|0.3330078085753671|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_RIGI_typeI_IFN|0.2012491510233936|0.2092405828902579|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_shared_antiproliferative|0.2967911698395284|0.2792826599793433|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_shared_ER_UPR|0.3849822568912788|0.4133958461433354|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_cholesterol_SREBP|0.2872072788943411|0.2644356164273457|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_TNF_NFkB|0.2624668949358797|0.2414007209770565|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_p53_apoptosis|0.2698856443581737|0.2398082618987337|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_RIGI_typeI_IFN|0.0600537919615479|0.0314859803318745|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_shared_ER_UPR|0.4677323583665892|0.3661389950528275|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_cholesterol_SREBP|0.2180900337179348|0.0441598447126339|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_TNF_NFkB|-0.1492556132926628|-0.2745690815781119|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_p53_apoptosis|-0.0750520437730328|-0.2660712778655221|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_RIGI_typeI_IFN|-0.1690754494050131|-0.2876619083788465|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_cholesterol_SREBP|0.6352881898814047|0.4233740842104417|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_TNF_NFkB|0.575655369751918|0.5117053277552055|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_p53_apoptosis|0.6242047751668819|0.4799335085540672|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_RIGI_typeI_IFN|0.2865195576078351|0.1323604764717939|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_TNF_NFkB|0.5880805693870088|0.5096351309533858|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_p53_apoptosis|0.6647542087136147|0.5323851922404544|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_RIGI_typeI_IFN|0.4155032170687501|0.307934364563616|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_TNF_NFkB|M_p53_apoptosis|0.8997579663142159|0.8953091279553428|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_TNF_NFkB|M_RIGI_typeI_IFN|0.6149504278038332|0.5810074388435432|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_p53_apoptosis|M_RIGI_typeI_IFN|0.6233703667980823|0.5749043519846964|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|C4_DOWN|0.4613260785075787|0.4607260007773028|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_shared_antiproliferative|0.4909436455499416|0.4630213758258842|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_shared_ER_UPR|0.7682806062961524|0.761983676642052|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_cholesterol_SREBP|0.8168682471822775|0.8131636222308589|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_TNF_NFkB|0.4596556548775748|0.4677186164010881|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_p53_apoptosis|0.4692001554605518|0.4508278274387874|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_UP|M_RIGI_typeI_IFN|0.4415258453167508|0.4290244850369219|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_shared_antiproliferative|0.5134131364166343|0.5795227361057131|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_shared_ER_UPR|0.5426575981344735|0.5732180334240187|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_cholesterol_SREBP|0.4077745821997668|0.4114768752429071|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_TNF_NFkB|0.5557636999611348|0.5568744656043528|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_p53_apoptosis|0.4690726778080062|0.4758111154294597|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	C4_DOWN|M_RIGI_typeI_IFN|0.4291667314418966|0.4329669646327245|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_shared_ER_UPR|0.7329335406140692|0.6923443451224252|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_cholesterol_SREBP|0.4460085503303537|0.3842977069568596|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_TNF_NFkB|0.1222953750485814|0.1635336183443451|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_p53_apoptosis|0.1956766420520792|0.1674496696463272|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_antiproliferative|M_RIGI_typeI_IFN|0.2006677030703459|0.1770781189273222|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_cholesterol_SREBP|0.6863909832879908|0.6578460940536339|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_TNF_NFkB|0.537137971239798|0.5802751651768364|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_p53_apoptosis|0.5981453556160125|0.5871589584143024|-1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_shared_ER_UPR|M_RIGI_typeI_IFN|0.5088822386319471|0.4949809560823941|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_TNF_NFkB|0.3677077341624563|0.3883832102603964|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_p53_apoptosis|0.4531239797901282|0.4313859308200544|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_cholesterol_SREBP|M_RIGI_typeI_IFN|0.4067096774193548|0.389178390983288|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_TNF_NFkB|M_p53_apoptosis|0.909913719393704|0.9247197823552272|1.0
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_TNF_NFkB|M_RIGI_typeI_IFN|0.7894589972794404|0.8010260396424407|
Fig6	C	rho_TCGA/rho_CGGA/expected_sign	C3_ROBUSTNESS.tsv/robust_1_cross_cohort_sign	M_p53_apoptosis|M_RIGI_typeI_IFN|0.8199113874854255|0.8143575592693354|
