figure	panel	plotted_metric	source_file	plotted_value
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_HSF1_heat_shock_CCDEP=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_RIGI_typeI_IFN=8
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_RIGI_typeI_IFN_CCDEP=5
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_TNF_NFkB=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_TNF_NFkB_CCDEP=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_autophagy_lysosome=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_autophagy_lysosome_CCDEP=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_cholesterol_SREBP=1
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_cholesterol_SREBP_CCDEP=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_p53_apoptosis=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_p53_apoptosis_CCDEP=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_shared_ER_UPR=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_shared_ER_UPR_CCDEP=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_shared_antiproliferative=0
Fig5	B	loo_flips_top	ss2_lopo.tsv	AUC_M_shared_antiproliferative_CCDEP=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	C4_DOWN=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	C4_UP=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	C5_DOWN=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	C5_UP=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	C5_STABLE_DOWN=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	C5_STABLE_UP=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_shared_antiproliferative=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_shared_ER_UPR=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_HSF1_heat_shock=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_cholesterol_SREBP=1
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_autophagy_lysosome=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_TNF_NFkB=1
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_p53_apoptosis=0
Fig5	B	flip	C2_couturier_layerA_lopo.tsv	M_RIGI_typeI_IFN=0
