signature	sig_type	direction	ensg	symbol	det_SS2	det_10X	det_Couturier
C4_DOWN	C4 R-sig	down	ENSG00000198925	ATG9A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000198937	CCDC167	1	1	1
C4_UP	C4 R-sig	up	ENSG00000198938	MT-CO3	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000198951	NAGA	1	1	1
C4_UP	C4 R-sig	up	ENSG00000198952	SMG5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000198959	TGM2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000198964	SGMS1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000199994	RNA5SP145	0	0	0
C4_UP	C4 R-sig	up	ENSG00000200087	SNORA73B	0	0	0
C4_UP	C4 R-sig	up	ENSG00000200156	RNU5B-1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000200243	RN7SKP79	0	0	0
C4_UP	C4 R-sig	up	ENSG00000200312	RN7SKP255	0	0	0
C4_UP	C4 R-sig	up	ENSG00000200320	SNORA63	1	0	0
C4_UP	C4 R-sig	up	ENSG00000200488	RN7SKP203	0	0	0
C4_UP	C4 R-sig	up	ENSG00000200785	SNORD8	1	0	0
C4_UP	C4 R-sig	up	ENSG00000200795	RNU4-1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000201098	RNY1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000201321	RNA5S9	0	0	0
C4_UP	C4 R-sig	up	ENSG00000201428	RN7SKP71	0	0	0
C4_UP	C4 R-sig	up	ENSG00000201793	RN7SKP9	0	0	0
C4_UP	C4 R-sig	up	ENSG00000201822	RNA5SP149	0	0	0
C4_UP	C4 R-sig	up	ENSG00000202198	7SK	0	0	0
C4_UP	C4 R-sig	up	ENSG00000202252	SNORD14C	0	0	0
C4_UP	C4 R-sig	up	ENSG00000202354	RNY3	0	0	0
C4_UP	C4 R-sig	up	ENSG00000202538	RNU4-2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000203485	INF2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000203667	COX20	1	1	1
C4_UP	C4 R-sig	up	ENSG00000203668	CHML	1	1	1
C4_UP	C4 R-sig	up	ENSG00000203805	PLPP4	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000203811	H3C14	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000203814	H2BC18	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000203852	H3C15	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000203879	GDI1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000203930	LINC00632	0	1	1
C4_UP	C4 R-sig	up	ENSG00000203950	RTL8A	0	0	0
C4_UP	C4 R-sig	up	ENSG00000204070	SYS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204084	INPP5B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204104	TRAF3IP1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204116	CHIC1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204120	GIGYF2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204138	PHACTR4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204209	DAXX	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204219	TCEA3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204228	HSD17B8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204253	HNRNPCP2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000204256	BRD2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204262	COL5A2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204264	PSMB8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204287	HLA-DRA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204291	COL15A1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204310	AGPAT1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204344	WHR1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000204351	SKIC2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000204356	NELFE	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204370	SDHD	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204381	LAYN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204386	NEU1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204394	VARS1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000204435	CSNK2B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204442	NALF1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000204463	BAG6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204469	PRRC2A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204516	MICB	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204525	HLA-C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204536	CCHCR1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204560	DHX16	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204564	C6orf136	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204569	PPP1R10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204574	ABCF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204590	GNL1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204592	HLA-E	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204619	PPP1R11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204628	RACK1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000204642	HLA-F	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204673	AKT1S1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204682	MIR1915HG	0	0	0
C4_UP	C4 R-sig	up	ENSG00000204767	INSYN2B	0	0	0
C4_UP	C4 R-sig	up	ENSG00000204842	ATXN2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204843	DCTN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000204899	MZT1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000204922	UQCC3	0	0	1
C4_UP	C4 R-sig	up	ENSG00000205060	SLC35B4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205084	TMEM231	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205155	PSENEN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205208	C4orf46	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205250	E2F4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205268	PDE7A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205302	SNX2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205323	SARNP	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205339	IPO7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205352	PRR13	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205356	TECPR1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205413	SAMD9	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205423	CNEP1R1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205476	CCDC85C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205531	NAP1L4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205542	TMSB4X	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205581	HMGN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205593	DENND6B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205609	EIF3CL	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205683	DPF3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000205726	ITSN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205730	ITPRIPL2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000205765	RIMOC1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000205791	LOH12CR2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000206195	DUXAP8	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000206341	HLA-H	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000206503	HLA-A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000206527	HACD2	0	0	1
C4_UP	C4 R-sig	up	ENSG00000206538	VGLL3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000206562	METTL6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000206573	THUMPD3-AS1	0	0	1
C4_UP	C4 R-sig	up	ENSG00000206597	SNORA57	1	0	0
C4_UP	C4 R-sig	up	ENSG00000206602	SNORD58A	1	0	0
C4_UP	C4 R-sig	up	ENSG00000206965	RNU6-5P	0	0	0
C4_UP	C4 R-sig	up	ENSG00000207165	SNORA70	1	0	0
C4_UP	C4 R-sig	up	ENSG00000207304	SNORA8	1	0	0
C4_UP	C4 R-sig	up	ENSG00000207496	SNORA7A	1	0	0
C4_UP	C4 R-sig	up	ENSG00000208892	SNORA49	1	0	0
C4_UP	C4 R-sig	up	ENSG00000209582	SNORA48	1	0	0
C4_UP	C4 R-sig	up	ENSG00000210077	MT-TV	0	0	0
C4_UP	C4 R-sig	up	ENSG00000210082	MT-RNR2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000211450	SELENOH	0	0	0
C4_UP	C4 R-sig	up	ENSG00000211455	STK38L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000211456	SACM1L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000211459	MT-RNR1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000211460	TSN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000212232	SNORD17	1	0	0
C4_UP	C4 R-sig	up	ENSG00000212907	MT-ND4L	0	1	1
C4_UP	C4 R-sig	up	ENSG00000213064	SFT2D2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213066	CEP43	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213068		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213070	HMGB3P6	0	0	0
C4_UP	C4 R-sig	up	ENSG00000213079	SCAF8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213080		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213085	CFAP45	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000213190	MLLT11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213221	DNLZ	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213246	SUPT4H1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213261	EEF1B2P6	0	0	0
C4_UP	C4 R-sig	up	ENSG00000213380	COG8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213445	SIPA1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213463	SYNJ2BP	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213465	ARL2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213551	DNAJC9	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213585	VDAC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213588	ZBTB9	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213593	TMX2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213625	LEPROT	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213639	PPP1CB	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213676	ATF6B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213689	TREX1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213694	S1PR3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213699	SLC35F6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213701	SETP22	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213719	CLIC1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213722	DDAH2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213741	RPS29	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213762	ZNF134	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213860	RPL21P75	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213866	YBX1P10	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213881	NPM1P6	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000213889	PPM1N	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213923	CSNK1E	1	1	1
C4_UP	C4 R-sig	up	ENSG00000213949	ITGA1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000213977	TAX1BP3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214022	REPIN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214026	MRPL23	1	1	1
C4_UP	C4 R-sig	up	ENSG00000214046	SMIM7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214063	TSPAN4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214135	SDHAP4	0	0	0
C4_UP	C4 R-sig	up	ENSG00000214160	ALG3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214182	PTMAP5	0	0	0
C4_UP	C4 R-sig	up	ENSG00000214194	SMIM30	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000214253	FIS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214331	PDPR2P	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000214357	NEURL1B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214435	AS3MT	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214455	RCN1P2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000214517	PPME1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214706	IFRD2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000214753	HNRNPUL2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000214756	CSKMT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000214807	NPM1P31	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000214832	UPF3AP2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000214869	TPM3P4	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000215021	PHB2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000215030	RPL13P12	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000215086	NPM1P24	0	0	0
C4_UP	C4 R-sig	up	ENSG00000215114	UBXN2B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000215251	FASTKD5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000215305	VPS16	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000215817	ZC3H11B	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000215837	SDHAP2	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000215861		0	0	0
C4_UP	C4 R-sig	up	ENSG00000216937	CCDC7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000217094	PPIAP31	0	0	0
C4_UP	C4 R-sig	up	ENSG00000217128	FNIP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000218283	MORF4L1P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000218336	TENM3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000218510	LINC00339	1	1	1
C4_UP	C4 R-sig	up	ENSG00000219200	RNASEK	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000219201		0	0	0
C4_UP	C4 R-sig	up	ENSG00000219507	FTH1P8	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000219642	BMPR1AP1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000221491	SNORA2C	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000221817	PPP3CB-AS1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000221818	EBF2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221823	PPP3R1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000221829	FANCG	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000221866	PLXNA4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221890	NPTXR	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221909	FAM200A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221914	PPP2R2A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221944	TIGD1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000221963	APOL6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221968	FADS3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000221983	UBA52	1	1	1
C4_UP	C4 R-sig	up	ENSG00000222041	CYTOR	0	0	0
C4_UP	C4 R-sig	up	ENSG00000222328	RNU2-2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000222489	SNORA79B	0	0	0
C4_UP	C4 R-sig	up	ENSG00000222744	RN7SKP166	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000223485	LINC01615	0	0	1
C4_UP	C4 R-sig	up	ENSG00000223496	EXOSC6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000223770	CACNA2D1-AS1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000223865	HLA-DPB1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000224126	UBE2SP2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000224208	ZCRB1P1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000224470	ATXN1L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000224531	SMIM13	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000224578	HNRNPA1L3	0	0	0
C4_UP	C4 R-sig	up	ENSG00000224631	RPS27AP16	0	0	0
C4_UP	C4 R-sig	up	ENSG00000224660	SH3BP5-AS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000224861	YBX1P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000225031	EIF4BP7	0	0	0
C4_UP	C4 R-sig	up	ENSG00000225190	PLEKHM1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000225193	RPS12P26	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000225339	SMIM29-AS1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000225544	MPPE1P2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000225630	MTND2P28	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000226026	RWDD3-DT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000226137	BAIAP2-DT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000226328	NUP50-DT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000226711	FAM66C	1	1	1
C4_UP	C4 R-sig	up	ENSG00000226715	LINC01709	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000226752	CUTALP	0	0	0
C4_UP	C4 R-sig	up	ENSG00000226950	DANCR	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000227014	FKBP14-AS1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000227057	WDR46	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000227339	THRAP3P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000227471	AKR1B15	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000227482		0	0	0
C4_UP	C4 R-sig	up	ENSG00000227496		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000227946	INO80D-AS1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000227964	LINC01429	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000227969	NPM1P22	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000228219	NPM1P30	0	0	0
C4_UP	C4 R-sig	up	ENSG00000228253	MT-ATP8	0	1	1
C4_UP	C4 R-sig	up	ENSG00000228436	RRAGC-DT	0	0	0
C4_UP	C4 R-sig	up	ENSG00000228474	OST4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000228509		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000228570	NUTM2E	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000228612	HK2P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000228716	DHFR	1	1	1
C4_UP	C4 R-sig	up	ENSG00000228782	MRPL45P2	1	0	0
C4_UP	C4 R-sig	up	ENSG00000228929	RPS13P2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000229036	VDAC1P8	0	0	0
C4_UP	C4 R-sig	up	ENSG00000229056	HECW2-AS1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000229117	RPL41	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000229212		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000229638	RPL4P4	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000230124	ACBD6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000230204	FTH1P5	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000230257	NFE4	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000230409	TCEA1P2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000230417	LINC00856	1	1	1
C4_UP	C4 R-sig	up	ENSG00000230551		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000230659		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000231290	APCDD1L-DT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000231500	RPS18	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000231528	FAM225A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000231721	LINC-PINT	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000231744		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000231991	ANXA2P2	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000232004	CAP1P2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000232112	TMA7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000232320	MXRA7P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000232472	EEF1B2P3	0	0	0
C4_UP	C4 R-sig	up	ENSG00000232679	LINC01705	0	0	0
C4_UP	C4 R-sig	up	ENSG00000232742	RHOQP2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000232931	LINC00342	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000233117	LINC00702	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000233178		0	0	0
C4_UP	C4 R-sig	up	ENSG00000233276	GPX1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000233608	TWIST2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000233822	H2BC15	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000233830	EIF4HP1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000233927	RPS28	1	1	1
C4_UP	C4 R-sig	up	ENSG00000233966	UBE2SP1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234129	HCCS-DT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234297	PSIP1P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234322	ST13P18	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234337		0	0	0
C4_UP	C4 R-sig	up	ENSG00000234545	FAM133B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000234589	RPL13AP24	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234616	JRK	1	0	1
C4_UP	C4 R-sig	up	ENSG00000234741	GAS5	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234745	HLA-B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000234851	RPL23AP42	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000234961		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000235001	EIF4A1P2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000235060	VDAC1P4	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000235173	HGH1	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000235225	RPL31P17	0	0	0
C4_UP	C4 R-sig	up	ENSG00000235408	SNORA71B	1	0	0
C4_UP	C4 R-sig	up	ENSG00000235437	LINC01278	0	0	0
C4_UP	C4 R-sig	up	ENSG00000235489	DBF4P1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000235587	GAPDHP65	0	0	0
C4_UP	C4 R-sig	up	ENSG00000235636	NUS1P1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000235674	LDHAP2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000235847	LDHAP7	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000236039	LINC02889	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000236090	LDHAP3	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000236104	ZBTB22	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000236144	TMEM147-AS1	0	0	1
C4_UP	C4 R-sig	up	ENSG00000236287	ZBED5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000236444	UBE2L5	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000236552	RPL13AP5	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000236762	RPL19P16	0	0	0
C4_UP	C4 R-sig	up	ENSG00000236790	LINC00299	1	1	1
C4_UP	C4 R-sig	up	ENSG00000237036	ZEB1-AS1	1	0	1
C4_DOWN	C4 R-sig	down	ENSG00000237172	B3GNT9	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000237441	RGL2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000237649	KIFC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000237749	RPS27P9	0	0	0
C4_UP	C4 R-sig	up	ENSG00000237765	FAM200B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000238035		0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000238197	PAXBP1-AS1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000238622	SNORD97	1	0	0
C4_UP	C4 R-sig	up	ENSG00000238741	SCARNA7	1	0	0
C4_UP	C4 R-sig	up	ENSG00000238917	SNORD10	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000239264	TXNDC5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000239305	RNF103	1	1	1
C4_UP	C4 R-sig	up	ENSG00000239306	RBM14	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000239672	NME1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000239900	ADSL	1	1	1
C4_UP	C4 R-sig	up	ENSG00000240184	PCDHGC3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000240342	RPS2P5	0	0	0
C4_UP	C4 R-sig	up	ENSG00000240476	LINC00973	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000240682	ISY1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000240694	PNMA2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000240747	KRABD1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000240849	PEDS1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000240869	RN7SL128P	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000241015	TPM3P9	1	0	0
C4_DOWN	C4 R-sig	down	ENSG00000241343	RPL36A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000241399	CD302	1	1	1
C4_UP	C4 R-sig	up	ENSG00000241468	ATP5MF	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000241506	PSMC1P1	0	0	0
C4_UP	C4 R-sig	up	ENSG00000241529	RN7SL767P	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000241741	RPL7AP30	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000241749	RPSAP52	1	0	0
C4_UP	C4 R-sig	up	ENSG00000241837	ATP5PO	0	0	0
